firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source,firm_type,status
OH-000413,"Wilson, Valdez & Gutierrez",Huber Heights,Montgomery,OH,Trusts; Energy Law; DUI Defense,1967,66,(216) 496-6336,https://imuzmksnnp.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000414,Davis & Martin Legal Services,Warren,Trumbull,OH,Compliance; Environmental Law,1981,165,(937) 446-5885,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000415,Ortiz Counsel,Canton,Stark,OH,Employment Law; Trusts; Contract Law; Environmental Law,1961,101,(419) 293-8709,https://ogxjp5bgfy.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000416,"White, Peterson & Stewart",Ashland,Ashland,OH,Criminal Law; Contract Law; Probate,1984,199,(216) 322-2383,https://3vkkvs8rn.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000417,Miller & Davis Law Firm,Dublin,Franklin,OH,Intellectual Property; Immigration Law,2016,24,(567) 215-7493,https://7jlgrm1itk.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000418,Peterson PLLC,Chillicothe,Ross,OH,Criminal Law; DUI Defense,2013,233,(740) 416-6378,https://ansrajmgvf.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000419,"Johnson, Young & Jones",Springfield,Clark,OH,Insurance Law; Probate,2012,182,(330) 815-9354,https://qcwbwhn3.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000420,Martinez & Morgan Law Group,Findlay,Hancock,OH,White Collar Crime,1987,130,(216) 657-1352,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000421,"Mathis, Walker & Torres",Cleveland,Cuyahoga,OH,Construction Law,1973,28,(513) 427-7185,https://potssnp.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000422,Thomas Attorneys,Lakewood,Cuyahoga,OH,Property Law; Civil Litigation; Nonprofit Law; Environmental Law,1965,94,(740) 847-9007,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000423,Lindsey & Smith Attorneys,Westlake,Cuyahoga,OH,Product Liability; Bankruptcy; Intellectual Property; Family Law,1981,136,(937) 950-2002,https://hsoyl.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000424,"Gutierrez, Parker & Moore",Canton,Stark,OH,Trusts; Construction Law; Civil Litigation; Personal Injury,2016,28,(740) 503-3094,https://hiovyacu7j.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000425,"Parker, Gonzalez & Peterson",Sandusky,Erie,OH,Visa Matters,1973,217,(937) 842-6127,https://d2yf8.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000426,"Lewis, Brown & Lee",Tiffin,Seneca,OH,Personal Injury; Healthcare Law; Business Formation; Criminal Law,2006,57,(937) 674-3035,https://auik4q19h1.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000427,Smith & Gutierrez Law Group,Chillicothe,Ross,OH,Contract Law,2014,71,(567) 743-9359,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000428,Rice & Johnson Attorneys,Cleveland,Cuyahoga,OH,Criminal Law; Energy Law; Tax Law,2013,237,(440) 524-9125,https://9kaxux.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000429,Moore & White Partners,Columbus,Franklin,OH,Corporate Law; Healthcare Law; Construction Law; Environmental Law,1984,120,(513) 253-5073,https://5chmr.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000430,Walker Associates,Massillon,Stark,OH,Administrative Law; Family Law,1983,126,(380) 836-4580,https://9uve444v2.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000431,Wilkinson & Wilson Law Group,Sandusky,Erie,OH,DUI Defense; Contract Law; HR Compliance; Bankruptcy,1973,4,(513) 507-2846,,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000432,Clark & Barnes Partners,Middletown,Butler,OH,Healthcare Law; Compliance; Construction Law,1966,175,(330) 876-6691,https://fqkmv47.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000433,"Cooper, Sutton & Moore",Lakewood,Cuyahoga,OH,Energy Law; Insurance Law; Commercial Law,2015,163,(614) 502-1508,https://bh7dx1234.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000434,"Sutton, Cooper & Howell",Tiffin,Seneca,OH,Tax Law; Nonprofit Law; Family Law,1978,131,(380) 932-5757,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000435,Wilson Attorneys,Dublin,Franklin,OH,Workers Compensation,2005,155,(440) 862-6865,https://t9r3l10.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000436,Anderson & Moore Legal Services,Dublin,Franklin,OH,Product Liability,1993,134,(740) 682-4639,https://as6rq0aoh9.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000437,Thomas & Phillips LLP,Lorain,Lorain,OH,Tax Law,2000,234,(419) 626-7066,https://wokkth.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000438,Peterson Law Group,Lima,Allen,OH,Bankruptcy,1961,233,(567) 938-8404,https://4vo3v3zq.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000439,"Hall, Scott & Williams",Findlay,Hancock,OH,Healthcare Law; Compliance,2014,23,(330) 375-3825,https://hek30i.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000440,Valdez & Jackson Attorneys,Trotwood,Montgomery,OH,Business Formation; Personal Injury; Bankruptcy,1971,68,(740) 204-2346,https://7z2vk905j.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000441,Williams & Reyes LLC,Cincinnati,Hamilton,OH,Administrative Law; Contract Law,1973,32,(440) 205-8229,https://mw3bce.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000442,Scott & Smith LLC,Dayton,Montgomery,OH,Intellectual Property; Government Relations; Construction Law,1977,242,(740) 954-8538,https://wnrees.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000443,"Garcia, Rice & Wilson",Marietta,Washington,OH,Healthcare Law; DUI Defense,2002,134,(330) 799-2177,https://thf5t.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000444,Edwards & Ortiz Legal Group,New Philadelphia,Tuscarawas,OH,DUI Defense,1979,26,(513) 562-3114,https://vwt49mkhrk.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000445,Graves LLP,Mount Vernon,Knox,OH,Civil Litigation,1994,69,(330) 388-7525,https://nalz6znsbs.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000446,"Smith, Cooper & Hernandez",Lima,Allen,OH,Compliance,2018,72,(380) 926-5225,https://jdi3x8gel.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000447,Brown & Stewart Counsel,Tiffin,Seneca,OH,Healthcare Law; Nonprofit Law; Product Liability,2007,174,(614) 682-7494,https://da8os1fnm.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000448,"Ortiz, Bennett & Martin",Delaware,Delaware,OH,Debt Relief; Medical Malpractice; Employment Law; HR Compliance,1992,244,(419) 710-6311,https://i9wi4r596.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000449,Ortiz Legal Services,Akron,Summit,OH,Estate Planning; DUI Defense; HR Compliance; Corporate Law,1968,196,(614) 823-3490,https://cti4atb4lk.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000450,Young & Reyes Legal Services,Delaware,Delaware,OH,Government Relations; Tax Law; Business Formation; Compliance,2015,27,(440) 236-3941,https://lsn8ue.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000451,Young & Harris Attorneys,Ashland,Ashland,OH,White Collar Crime; Contract Law; Trial Law; Education Law,2021,176,(216) 252-5735,https://znw7t376.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000452,"Moore, Phillips & Smith",Dayton,Montgomery,OH,Insurance Law; White Collar Crime,1992,206,(567) 333-6237,https://zuhn0oh5mi.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000453,Peterson Law Firm,Gahanna,Franklin,OH,Trial Law; HR Compliance,1960,73,(513) 225-6944,https://nkeq0f4lzt.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000454,"Johnson, Peterson & Rice",Gahanna,Franklin,OH,Divorce,2023,35,(614) 292-4085,https://95k3v3.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000455,"Morgan, Wilkinson & Hall",Lorain,Lorain,OH,HR Compliance,1990,33,(419) 966-9195,https://advtn.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000456,"Torres, Ortiz & Scott",Marion,Marion,OH,Compliance; HR Compliance; DUI Defense,1975,49,(419) 911-5505,https://wc9rxolkup.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000457,Shaffer Law Group,Sandusky,Erie,OH,Workers Compensation; Corporate Law; Healthcare Law; Government Relations,2010,10,(740) 607-4104,https://vpkqm61mt.attorney,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000458,Clark & Davis Law Group,Massillon,Stark,OH,Probate; Immigration Law,2018,48,(216) 864-3111,https://5klew.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000459,"Parker, Jones & Collins",Kettering,Montgomery,OH,Business Formation; Product Liability; Estate Planning; Traffic Law,1990,227,(740) 240-8576,https://vj5q45.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000460,"Medina, Murphy & Parker",Steubenville,Jefferson,OH,Debt Relief; Education Law; Employment Law,2020,12,(440) 416-4961,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000461,White & Edwards LLC,Chillicothe,Ross,OH,Custody,1968,212,(380) 202-2492,https://ap2dx.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000462,"Thomas, Morris & Scott",Xenia,Greene,OH,White Collar Crime; Healthcare Law; Personal Injury,1974,87,(330) 712-3544,https://w6m4nv.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000463,"Thomas, Reyes & Anderson",Cleveland,Cuyahoga,OH,Energy Law; Insurance Law; Real Estate,1994,61,(937) 943-2204,https://ncmvjm.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000464,"Brown, Garcia & Graves",Marietta,Washington,OH,HR Compliance; Compliance,1977,42,(440) 796-3011,https://z1xgd76gqn.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000465,Clark & Martin Legal Group,Xenia,Greene,OH,Traffic Law; HR Compliance,1978,220,(513) 600-8430,https://v8sxijsc7.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000466,White LLP,Youngstown,Mahoning,OH,White Collar Crime; Patent Law,2019,50,(740) 633-1281,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000467,Martin Attorneys,Mansfield,Richland,OH,Medical Malpractice; Healthcare Law; Personal Injury; Securities Law,1972,171,(440) 397-7844,https://bdbnxh4.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000468,"Edwards, Shaffer & Graves",Gahanna,Franklin,OH,Business Formation,2005,240,(513) 843-5906,https://ibjv6axc.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000469,Gonzalez Legal,Dublin,Franklin,OH,Divorce; Family Law; Government Relations,1964,245,(380) 500-6498,https://xfdwqxkci.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000470,Stewart Counsel,Lorain,Lorain,OH,Civil Litigation; Probate,1999,13,(740) 666-3752,https://otyr4ebq9o.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000471,"Barnes, Wilson & Jackson",Steubenville,Jefferson,OH,Litigation; Administrative Law; Real Estate,1960,123,(380) 660-8440,https://qbi2i0e.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000472,King & Bowman LLC,Lakewood,Cuyahoga,OH,Intellectual Property,1973,114,(419) 772-4687,https://voqiv3de4t.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000473,Johnson & Peterson LLC,Worthington,Franklin,OH,Business Formation; Construction Law; White Collar Crime; Contract Law,1989,40,(419) 784-4209,https://m0sy69j6.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000474,Gutierrez LLC,Mount Vernon,Knox,OH,Workers Compensation; Administrative Law,1973,149,(513) 929-2102,https://yqs6x8.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000475,Lopez Legal Group,Youngstown,Mahoning,OH,Debt Relief,2012,57,(216) 312-1449,https://u07loef7.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000476,Taylor LLC,Ashland,Ashland,OH,Property Law; Government Relations; Divorce,2009,29,(614) 258-1553,https://do5n6wtdq.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000477,"Peterson, Brown & Brown",Columbus,Franklin,OH,Administrative Law; Intellectual Property; Environmental Law; Securities Law,1971,188,(614) 411-6221,https://c0kfleauv6.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000478,"Barnes, Edwards & Peterson",Portsmouth,Scioto,OH,Nonprofit Law,1987,247,(614) 638-2040,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000479,"Jackson, Martin & Phillips",Steubenville,Jefferson,OH,Construction Law; Bankruptcy,1972,102,(937) 349-9146,https://ri5asnp.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000480,Smith & Wilson Attorneys,Toledo,Lucas,OH,Family Law,1995,167,(740) 427-2843,https://3ciaqkh0.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000481,Barnes & Davis Associates,Springfield,Clark,OH,Custody,2015,217,(740) 819-7160,https://ff7tvwk9vf.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000482,"Collins, Sutton & Peterson",Warren,Trumbull,OH,Traffic Law; Insurance Law,2014,213,(740) 437-8262,https://8jeeh.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000483,Lewis Legal,Tiffin,Seneca,OH,Civil Litigation,2004,25,(937) 487-8485,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000484,"Collins, Miller & Collins",Huber Heights,Montgomery,OH,Product Liability,2005,148,(937) 949-7922,https://f1y6ajl.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000485,"Lopez, Stewart & Jones",Wooster,Wayne,OH,Contract Law; Workers Compensation; Patent Law; Custody,2015,66,(440) 786-9775,https://bgyka1l.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000486,Rogers LLC,Blendon,Franklin,OH,Energy Law,1987,58,(440) 472-1874,https://lq5mrut.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000487,Rogers LLP,Lakewood,Cuyahoga,OH,White Collar Crime; Trial Law; Compliance; Business Formation,1964,13,(567) 600-4374,https://eo7gy.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000488,"Peterson, Lee & Valdez",Zanesville,Muskingum,OH,Contract Law; Immigration Law,1980,104,(440) 857-2137,https://n64haildt.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000489,"Peterson, Parker & Bowman",Toledo,Lucas,OH,Business Formation; Divorce; Probate; Estate Planning,1999,37,(567) 428-7679,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000490,Wright Legal Services,Kettering,Montgomery,OH,Education Law; Commercial Law,1971,58,(440) 214-2867,https://el2yi0.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000491,Barnes Associates,Zanesville,Muskingum,OH,Family Law; Debt Relief,2004,117,(937) 718-6358,https://moeavv.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000492,Ortiz Law Group,Gahanna,Franklin,OH,Trial Law; Administrative Law; Product Liability; Patent Law,2022,100,(740) 553-4134,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000493,"Martinez, Thomas & Lewis",Euclid,Cuyahoga,OH,Intellectual Property; Visa Matters,1978,207,(513) 365-5881,https://8u96nup.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000494,"Medina, Shaffer & Garcia",Chillicothe,Ross,OH,Workers Compensation; HR Compliance,1988,209,(380) 420-4656,https://v6bax7.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000495,Jones & Williams Partners,Medina,Medina,OH,Environmental Law,2015,219,(614) 666-1733,https://sw92536yt.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000496,Stewart LLC,Blendon,Franklin,OH,Corporate Law,2002,62,(740) 948-6318,https://pvk1490.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000497,Graves Partners,New Philadelphia,Tuscarawas,OH,Probate; Visa Matters; Government Relations,1964,21,(513) 527-3582,https://96lu0sw2.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000498,Walker & Lopez Associates,Euclid,Cuyahoga,OH,Custody; Litigation,1995,203,(440) 756-7421,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000499,"Reyes, Wright & Davis",Newark,Licking,OH,White Collar Crime; Insurance Law; Government Relations,2011,39,(937) 893-3136,https://4kr45ydu.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000500,Barnes & Torres Law Firm,Ashland,Ashland,OH,Nonprofit Law,1990,61,(330) 778-8340,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000501,"Gonzalez, Peterson & Lee",Elyria,Lorain,OH,Government Relations; Probate; Nonprofit Law; Divorce,2022,153,(380) 952-7953,https://7tm0e8.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000502,Mathis Legal Services,Lakewood,Cuyahoga,OH,Employment Law; Custody; Government Relations; Litigation,1993,23,(513) 364-6327,https://gwidu.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000503,Hernandez Legal Services,Tiffin,Seneca,OH,Healthcare Law; Medical Malpractice; Commercial Law; Business Formation,1988,213,(614) 922-8471,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000504,Gonzalez & White Counsel,Canton,Stark,OH,Visa Matters; HR Compliance,1972,171,(330) 977-9287,https://5bxliqfmki.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000505,Garcia & Gutierrez Attorneys,Blendon,Franklin,OH,Custody; Visa Matters,1983,75,(216) 645-5469,https://4k7kne12.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000506,Campbell Partners,Massillon,Stark,OH,Debt Relief; Probate,2000,75,(330) 332-6209,https://2w96xiz.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000507,Martin & Morris PLLC,Warren,Trumbull,OH,Energy Law,1962,216,(567) 289-3088,https://zncyt8w01i.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000508,Clark & Wilson Legal Services,Dayton,Montgomery,OH,Debt Relief; Immigration Law,2016,220,(380) 367-9086,https://jnf2ca5ox.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000509,Parker Attorneys,Blendon,Franklin,OH,Energy Law,1974,185,(216) 388-8034,https://jbaxz4.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000510,Martin Law Group,Delaware,Delaware,OH,Probate; Immigration Law,1981,175,(380) 933-1395,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000511,"Rogers, Martinez & Brown",Akron,Summit,OH,Healthcare Law,1973,243,(440) 786-8415,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000512,"Walker, Taylor & Barnes",Portsmouth,Scioto,OH,Medical Malpractice,2002,122,(216) 226-4394,https://65z0nnn.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000513,Bowman Associates,Bowling Green,Wood,OH,Healthcare Law,1970,77,(567) 916-2422,https://50m60l.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000514,Ortiz Law Firm,Dublin,Franklin,OH,Litigation; Criminal Law,1997,134,(330) 727-6603,https://z0lypgwd34.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000515,"Torres, Edwards & Edwards",Marion,Marion,OH,Intellectual Property; Government Relations; Commercial Law,1966,125,(419) 676-1810,https://abbvjt.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000516,Lee & Thomas Legal,Blendon,Franklin,OH,Government Relations; Employment Law,2009,12,(380) 879-9082,https://ooihjdwumm.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000517,Bennett & Harris Law Group,Trotwood,Montgomery,OH,Insurance Law,2015,80,(419) 687-9097,https://52odg2.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000518,Stewart Legal,Middletown,Butler,OH,Probate; Bankruptcy; Contract Law; Trusts,1984,229,(440) 826-2491,https://64m0acumx7.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000519,Davis & Wilson Legal Services,Massillon,Stark,OH,Civil Litigation; Real Estate; Immigration Law; Corporate Law,1982,108,(567) 547-4736,https://xskgjk7o1r.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000520,Morgan LLP,Ashland,Ashland,OH,Divorce; Criminal Law; Traffic Law; Personal Injury,1991,84,(614) 960-2221,https://k9ziz.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000521,Gonzalez & Davis Legal Services,Gahanna,Franklin,OH,Product Liability; Workers Compensation; Environmental Law; Bankruptcy,1992,113,(440) 535-1891,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000522,Morgan Legal Services,Portsmouth,Scioto,OH,Employment Law; Education Law; Environmental Law,1990,113,(614) 817-4793,https://xel3i.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000523,Young Law Group,Springfield,Clark,OH,Environmental Law; Commercial Law; Business Formation; DUI Defense,1978,139,(614) 737-7485,https://w8jr389bl.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000524,"Garcia, Stewart & Gonzalez",Dublin,Franklin,OH,Estate Planning; Visa Matters; Patent Law,1982,202,(216) 268-6705,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000525,Rice Legal,Blendon,Franklin,OH,DUI Defense,2009,17,(216) 419-4534,https://5oroy574u.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000526,Rogers Law Group,Trotwood,Montgomery,OH,Family Law; Civil Litigation; Visa Matters; Employment Law,2001,205,(440) 360-4997,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000527,Reyes & Hernandez Law Firm,Akron,Summit,OH,Civil Litigation; Insurance Law,1971,241,(513) 200-9992,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000528,Williams & King Counsel,Gallipolis,Gallia,OH,Trial Law,1972,70,(567) 598-5145,https://dqhvv0qq.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000529,Mathis & Lopez Attorneys,Delaware,Delaware,OH,DUI Defense; Personal Injury,1995,240,(419) 472-6618,https://ak4v9.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000530,Barnes & Medina Legal Group,Zanesville,Muskingum,OH,Corporate Law; Debt Relief,1979,133,(513) 603-8744,https://5x7fid.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000531,"Gonzalez, Medina & Johnson",Ashland,Ashland,OH,Probate; Estate Planning; Government Relations,1979,129,(330) 362-5203,https://6xvvj1b22.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000532,"Parker, Hall & Rogers",Marietta,Washington,OH,Probate; Tax Law; Intellectual Property; Debt Relief,2015,28,(419) 480-1948,https://t6mlj.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000533,"Rodriguez, Taylor & Peterson",Huber Heights,Montgomery,OH,Divorce,2009,190,(740) 869-4167,https://acam27171.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000534,"Johnson, Ortiz & Parker",Tiffin,Seneca,OH,Debt Relief; Environmental Law; Immigration Law,1987,201,(937) 816-1510,https://t6932r2des.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000535,White Law Group,Findlay,Hancock,OH,Bankruptcy; Nonprofit Law,1968,131,(513) 446-2503,https://mk5jlv348l.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000536,"Cooper, Thomas & Morgan",Mansfield,Richland,OH,Nonprofit Law; Contract Law,1996,191,(740) 709-9292,https://qqub58mzp.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000537,"Bennett, Campbell & Moore",Tiffin,Seneca,OH,Divorce,1976,27,(567) 695-4850,https://zdzrkl1.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000538,Torres LLP,Kettering,Montgomery,OH,Immigration Law; HR Compliance; Business Formation; Employment Law,1962,88,(614) 733-2561,https://l9kok.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000539,Williams & Gutierrez Associates,Chillicothe,Ross,OH,HR Compliance,1974,164,(380) 219-2122,https://i9nh4.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000540,Rice & Jackson Law Group,Athens,Athens,OH,Bankruptcy,1978,250,(380) 854-2800,https://ycmsk62pxl.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000541,Howell & Morris LLP,Columbus,Franklin,OH,Energy Law; Employment Law; Environmental Law; Patent Law,2020,184,(614) 997-4432,https://eyhqw.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000542,Howell & Clark Associates,Delaware,Delaware,OH,DUI Defense; Compliance; Criminal Law; Energy Law,1967,133,(740) 220-9668,https://3cskv47bk0.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000543,Martinez PLLC,Worthington,Franklin,OH,Civil Litigation; Probate; Tax Law; Commercial Law,2015,72,(419) 879-9341,https://9fnin.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000544,Wilkinson Attorneys,Wooster,Wayne,OH,Compliance; Visa Matters; Securities Law,1999,157,(740) 800-5296,https://d38xj6pg.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000545,Martinez Legal Group,Steubenville,Jefferson,OH,Bankruptcy; Property Law,2020,166,(216) 363-3035,https://z93nq.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000546,Morris Associates,Delaware,Delaware,OH,Bankruptcy; Criminal Law,1986,4,(740) 864-6822,https://vny1vc.attorney,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000547,"Davis, Shaffer & Wilkinson",Gallipolis,Gallia,OH,Nonprofit Law,2003,179,(614) 870-3815,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000548,"Wilson, Lopez & Walker",Toledo,Lucas,OH,Traffic Law,1964,24,(740) 966-4621,https://9b3jq7q.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000549,Murphy Legal Group,Massillon,Stark,OH,Debt Relief; Medical Malpractice; Patent Law; Contract Law,1975,124,(440) 937-6002,https://plz1vfin8.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
